StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q13,Q5,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,1_Q16_First Click,1_Q16_Last Click,1_Q16_Page Submit,1_Q16_Click Count,1_Q10_1,2_Q16_First Click,2_Q16_Last Click,2_Q16_Page Submit,2_Q16_Click Count,2_Q10_1,3_Q16_First Click,3_Q16_Last Click,3_Q16_Page Submit,3_Q16_Click Count,3_Q10_1,4_Q16_First Click,4_Q16_Last Click,4_Q16_Page Submit,4_Q16_Click Count,4_Q10_1,5_Q16_First Click,5_Q16_Last Click,5_Q16_Page Submit,5_Q16_Click Count,5_Q10_1,6_Q16_First Click,6_Q16_Last Click,6_Q16_Page Submit,6_Q16_Click Count,6_Q10_1,7_Q16_First Click,7_Q16_Last Click,7_Q16_Page Submit,7_Q16_Click Count,7_Q10_1,8_Q16_First Click,8_Q16_Last Click,8_Q16_Page Submit,8_Q16_Click Count,8_Q10_1,9_Q16_First Click,9_Q16_Last Click,9_Q16_Page Submit,9_Q16_Click Count,9_Q10_1,10_Q16_First Click,10_Q16_Last Click,10_Q16_Page Submit,10_Q16_Click Count,10_Q10_1,11_Q16_First Click,11_Q16_Last Click,11_Q16_Page Submit,11_Q16_Click Count,11_Q10_1,12_Q16_First Click,12_Q16_Last Click,12_Q16_Page Submit,12_Q16_Click Count,12_Q10_1,13_Q16_First Click,13_Q16_Last Click,13_Q16_Page Submit,13_Q16_Click Count,13_Q10_1,14_Q16_First Click,14_Q16_Last Click,14_Q16_Page Submit,14_Q16_Click Count,14_Q10_1,15_Q16_First Click,15_Q16_Last Click,15_Q16_Page Submit,15_Q16_Click Count,15_Q10_1,PROLIFIC_PID
2019-02-23 19:44:11,2019-02-23 19:47:04,IP Address,86.135.218.60,100,173,True,2019-02-23 19:47:05,R_1i4A7ExRFOHbIt4,,,,,53.425201416015625,-2.32440185546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5748b191c0ad0001cfc42c,24,Female,1.797,20.279,20.798,14,Yes,0.311,3.872,4.75,5,0,0.496,6.931,7.399,10,-1,0.29,1.368,1.821,2,30,0.638,2.055,2.089,3,42,2.284,18.499,19.501,4,36,1.239,5.707,6.739,9,47,0.478,4.112,4.14,5,39,31.869,32.938,33.801,2,38,1.152,3.165,3.548,3,-20,0.606,8.19,8.901,3,-27,0.414,3.647,4.009,5,42,0.424,2.443,2.956,5,28,0.651,3.267,3.302,5,-35,0.943,3.627,3.97,4,23,0.325,2.824,3.189,4,46,5c5748b191c0ad0001cfc42c
2019-02-23 19:45:26,2019-02-23 19:48:14,IP Address,86.183.77.223,100,167,True,2019-02-23 19:48:14,R_OuOpCMut4BfM5sR,,,,,51.5547943115234375,-0.6154022216796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c44b3fe1bbffd0001014286,25,Male,2.953,20.655,21.602,8,Yes,0.784,3.86,5.128,4,32,0.771,2.773,3.573,3,17,0.939,3.404,4.135,3,-16,0.707,3.807,4.261,4,-52,0.376,3.153,3.522,4,-5,0.566,2.639,3.344,3,-13,0.834,2.87,3.528,3,-14,0.697,5.333,6.039,4,-56,0.711,2.535,3.475,3,-16,0.979,3.541,4.341,3,-80,1.163,4.181,4.933,3,-26,1.74,5.728,7.15,4,-48,0.777,2.983,3.818,3,4,0.757,4.138,4.84,4,76,0.563,6.18,6.934,5,49,5c44b3fe1bbffd0001014286
2019-02-23 19:46:35,2019-02-23 19:48:18,IP Address,82.132.230.153,100,102,True,2019-02-23 19:48:19,R_2eXA2USrpYg7qgg,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c3debb1ef1d0d0001b283cc,22,Female,4.03,19.308,21.653,13,No,1.373,3.939,4.406,4,-14,0.493,2.011,2.359,3,79,0.498,2.58,2.898,4,79,0.569,2.531,2.947,4,100,0.824,1.808,3.205,3,100,0.566,1.899,2.234,3,88,0.819,2.317,2.633,3,78,0.632,2.048,3.115,3,100,0.865,2.214,2.585,3,-45,0.447,1.977,2.298,3,33,0.454,2.552,3.183,4,-79,0.403,3.221,3.587,5,-94,0.897,2.632,3.096,4,60,0.701,1.916,2.249,3,79,0.876,2.06,2.392,3,95,5c3debb1ef1d0d0001b283cc
2019-02-23 19:41:41,2019-02-23 19:48:50,IP Address,5.64.192.35,100,428,True,2019-02-23 19:48:51,R_2tmUvGNEVvnjZdT,,,,,53.4481048583984375,-2.915496826171875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c2ea2e870d93a00012284bb,19,Female,3.014,18.548,22.758,6,No,4.577,4.577,5.49,1,39,4.092,4.092,5.477,1,37,63.253,63.253,64.843,1,-40,2.039,2.039,3.437,1,-48,17.405,33.374,34.098,3,-74,2.686,2.686,4.154,1,-53,2.821,2.821,4.218,1,38,4.56,9.131,10.136,3,45,3.336,3.336,4.334,1,23,2.311,2.311,3.94,1,-42,2.953,7.534,8.8,3,-1,15.558,15.558,17.246,1,-16,8.636,8.636,10.004,1,46,4.087,4.087,5.09,1,42,2.27,2.27,3.348,1,38,5c2ea2e870d93a00012284bb
2019-02-23 19:49:04,2019-02-23 19:49:27,IP Address,148.88.244.32,100,23,True,2019-02-23 19:49:29,R_4YOcv1vLdOyaL5v,,,,,54.0464935302734375,-2.7996978759765625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ba8f163fa5f7e0001fcac4f
2019-02-23 19:47:02,2019-02-23 19:49:30,IP Address,90.252.149.54,100,148,True,2019-02-23 19:49:31,R_ZI5QRZDi10a5nyh,,,,,52.6291046142578125,-2.0576934814453125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5c88f4bf54e100015e0393,29,Female,28.224,28.224,30.18,1,No,4.461,4.461,5.599,1,23,2.207,3.122,4.099,2,-47,1.995,3.412,4.453,2,-100,4.168,4.168,4.979,1,-68,2.597,2.597,4.174,1,-100,4.065,4.065,5.054,1,-100,4.438,4.438,5.412,1,-76,3.857,3.857,4.775,1,-45,2.621,2.621,3.523,1,-28,2.068,2.068,3.528,1,0,3.433,3.433,4.384,1,-91,3.579,3.579,5.906,1,-60,2.589,2.589,3.296,1,-27,3.282,4.221,5.182,3,100,3.917,4.703,5.512,2,100,5c5c88f4bf54e100015e0393
2019-02-23 19:47:30,2019-02-23 19:49:59,IP Address,81.104.163.68,100,149,True,2019-02-23 19:50:00,R_1Lj2bpC97nDsvAQ,,,,,51.634002685546875,-3.9485015869140625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c43cd414fe4f800016e4983
2019-02-23 19:49:24,2019-02-23 19:51:34,IP Address,92.16.124.102,100,130,True,2019-02-23 19:51:35,R_3CH1FucVsWYqBmm,,,,,50.7595062255859375,-1.893096923828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5af40a63a37f390001276201,18,Female,4.475,19.966,21.094,9,No,0.382,4.308,5.241,8,-14,0.336,3.086,3.58,5,-100,0.279,4.789,5.763,8,82,0.326,1.458,1.848,3,60,0.202,2.488,2.863,5,87,0.1,4.823,5.401,7,81,0.255,1.306,1.743,3,100,0.347,2.897,3.249,4,36,0.348,2.494,2.9,3,55,0.192,1.919,2.415,3,-40,0.218,2.039,2.437,4,59,0.367,3.913,4.338,9,33,1.172,6.71,7.618,7,-47,0.306,4.17,5.146,7,14,0.501,2.318,2.787,3,17,5af40a63a37f390001276201
2019-02-23 19:49:38,2019-02-23 19:52:03,IP Address,5.67.97.227,100,144,True,2019-02-23 19:52:05,R_3Ofdj3STqapYIeL,,,,,51.060302734375,-2.85809326171875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c0aaa84b65da90001a9963e,18,Male,38.489,38.489,41.178,1,No,2.234,2.234,2.984,1,-83,1.954,1.954,3.075,1,-100,2.189,2.189,2.788,1,-13,1.374,3.539,4.339,2,-45,1.751,2.563,3.365,2,62,2.17,2.17,3.113,1,9,2.075,2.075,2.992,1,26,1.518,1.518,2.592,1,10,1.838,2.748,3.152,2,-100,1.558,1.558,2.631,1,-100,1.695,1.695,2.667,1,59,2.215,2.215,3.345,1,26,1.883,1.883,2.856,1,-53,3.372,3.372,4.529,1,28,4.098,4.098,5.017,1,0,5c0aaa84b65da90001a9963e
2019-02-23 19:49:26,2019-02-23 19:52:23,IP Address,90.243.137.253,100,176,True,2019-02-23 19:52:24,R_UGv8qevjhDpcTmx,,,,,52.2920989990234375,-2.1186981201171875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c2408090f488b0001ed7053,20,Female,12.458,37.133,38.302,6,No,0.865,2.228,3.313,2,19,0.922,5.65,6.357,6,19,0.994,3.326,4.261,3,-100,0.74,3.494,4.56,3,-100,1.665,3.21,4.313,2,92,0.921,3.521,4.363,5,90,4.996,7.077,7.997,2,-48,1.826,5.031,6.115,2,-36,1.433,3.976,4.862,3,-72,1.841,4.258,5.261,2,12,1.284,2.955,3.598,3,66,1.064,4.71,5.361,4,70,1.434,8.412,9.517,6,2,2.303,4.022,4.803,2,10,1.432,4.411,5.053,3,12,5c2408090f488b0001ed7053
2019-02-23 19:50:44,2019-02-23 19:52:49,IP Address,82.39.119.210,100,125,True,2019-02-23 19:52:50,R_231pNYveUs0IuPQ,,,,,53.4499969482421875,-2.783294677734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,59692d61355b45000106c592,25,Female,2.068,28.807,29.787,13,No,0.123,1.676,2.24,3,49,0.529,2.796,3.432,3,-33,0.188,2.789,3.479,5,71,0.872,5.169,5.599,5,37,0.061,2.096,2.74,3,44,0.318,2.653,3.335,3,39,0.315,3.23,3.882,4,77,0.671,3.035,4.052,3,86,1.628,3.86,4.403,5,41,0.689,3.401,3.541,5,-54,0.756,2.203,2.887,3,-75,1.305,1.537,2.104,2,-39,0.04,2.362,2.658,5,-76,0.072,3.341,3.37,6,43,0.227,2.444,3.046,5,80,59692d61355b45000106c592
2019-02-23 19:52:44,2019-02-23 19:53:15,IP Address,80.194.133.64,100,31,True,2019-02-23 19:53:16,R_2rNkOKUDHu4Byfy,,,,,53.4698944091796875,-2.9980926513671875,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3f4c32f439240001810fcf
2019-02-23 19:54:31,2019-02-23 19:54:56,IP Address,92.21.132.66,100,24,True,2019-02-23 19:54:57,R_1golryJfyEkkSxQ,,,,,51.60369873046875,-0.067901611328125,anonymous,EN,I consent to participate.,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c4f9522a1557e000194cb8e
2019-02-23 19:53:26,2019-02-23 19:55:30,IP Address,5.151.199.184,100,123,True,2019-02-23 19:55:30,R_2En0m7EADFH0UES,,,,,50.731201171875,-3.527099609375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4de5c666c1530001c0e4c4,23,Female,1.98,16.665,21.098,3,No,2.048,3.375,3.692,2,-40,2.245,9.717,11.388,9,-70,2.828,3.46,3.975,2,53,2.757,2.757,3.545,1,-32,3.176,3.176,3.933,1,39,3.19,3.19,4.27,1,35,1.242,2.266,2.96,2,53,2.84,2.84,3.568,1,44,3.596,3.596,4.765,1,100,2.22,3.634,4.175,2,-92,1.994,1.994,2.719,1,29,1.245,2.945,4.263,4,37,3.38,3.38,4.5,1,-20,2.573,3.31,5.037,2,56,2.083,2.083,2.862,1,43,5c4de5c666c1530001c0e4c4
2019-02-23 19:55:18,2019-02-23 19:55:57,IP Address,81.97.229.73,100,38,True,2019-02-23 19:55:57,R_1lbiAE8mu9g10xH,,,,,51.578704833984375,-1.783294677734375,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c6c53f1c3aa150001144ea6
2019-02-23 19:55:08,2019-02-23 19:57:06,IP Address,92.21.132.66,100,117,True,2019-02-23 19:57:06,R_3oXV7WOIz0JPjJS,,,,,51.60369873046875,-0.067901611328125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4f9522a1557e000194cb8e,18,Female,1.562,26.399,27.669,14,No,0.368,2.301,2.442,4,-100,0.26,2.329,2.899,4,-100,0.354,3.369,5.133,5,-90,0.498,2.11,2.611,3,-58,0.337,1.85,2.327,3,40,0.792,4.595,5.239,5,-55,0.208,1.942,2.365,3,52,0.274,1.642,2.108,3,-100,0.275,1.913,1.948,4,-100,0.348,4.484,4.949,9,-100,0.208,1.879,2.326,3,94,0.307,2.311,2.675,5,68,0.173,1.542,2.001,3,-100,0.45,1.632,2.531,2,50,0.223,1.662,3.2,4,-84,5c4f9522a1557e000194cb8e
2019-02-23 19:55:42,2019-02-23 19:58:16,IP Address,82.132.235.115,100,154,True,2019-02-23 19:58:17,R_DMCJxt1Ra7q8uuB,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4b0d81894d390001f805d0,23,Female,0.964,26.311,26.984,12,Yes,0.394,4.297,4.628,5,18,0.297,2.248,2.618,5,14,0.395,7.662,8.957,6,26,0.403,1.636,2.068,4,12,0.205,1.595,2.006,4,90,0.719,1.637,2.487,4,75,1.954,4.308,4.338,7,34,1.294,2.379,2.913,4,43,0.571,3.824,4.611,8,100,0.454,2.64,3.073,6,-28,0.415,1.78,2.884,4,36,0.501,3.195,3.502,6,62,1.643,6.592,6.91,6,52,0.332,3.167,3.2,5,36,0.402,2.885,3.202,8,47,5c4b0d81894d390001f805d0
2019-02-23 19:55:47,2019-02-23 19:58:17,IP Address,86.26.136.192,100,149,True,2019-02-23 19:58:18,R_AzjNrD7piO317Xj,,,,,50.7989959716796875,-1.0912933349609375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,59f8656dda08940001d4eb12,25,Male,25.63,25.63,26.698,1,No,2.366,3.474,4.655,2,-83,1.457,1.457,2.576,1,37,5.725,5.725,6.946,1,-15,1.668,1.668,2.702,1,-65,3.266,3.266,4.128,1,84,2.601,2.601,3.647,1,83,2.673,2.673,3.993,1,-33,6.209,6.209,7.332,1,-89,2.071,2.071,3.221,1,-56,1.362,1.362,2.468,1,-100,1.624,1.624,2.676,1,31,1.463,1.463,2.728,1,-38,2.277,2.277,4.494,1,-100,2.004,2.004,3.03,1,90,2.032,2.966,4.332,2,85,59f8656dda08940001d4eb12
2019-02-23 19:55:12,2019-02-23 19:58:26,IP Address,92.239.45.164,100,194,True,2019-02-23 19:58:27,R_Wj07QASokKK7jd7,,,,,56.5303955078125,-3.0695037841796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a614757c0d836000107919f,22,Female,5.947,57.033,58.423,6,No,0.883,5,6.014,4,-34,0.725,2.66,2.691,4,15,0.85,3.364,3.948,4,81,1.024,2.809,3.257,3,45,2.094,7.461,9.395,5,64,3.4,5.465,5.917,4,33,0.731,3.182,3.664,3,74,0.689,2.906,3.488,3,47,0.89,2.989,4.554,4,17,1.086,5.136,6.121,6,-82,1.052,5.833,6.432,6,-64,0.615,2.366,2.981,3,-74,1.186,3.7,4.332,3,-41,0.783,2.566,3.165,3,100,0.737,3.287,4.139,4,83,5a614757c0d836000107919f
2019-02-23 19:56:30,2019-02-23 19:58:35,IP Address,86.167.123.180,100,125,True,2019-02-23 19:58:38,R_3GkpY8K4VuPivCB,,,,,52.766693115234375,-0.38330078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bf1bae8c2f4400001771562,18,Female,3.979,16.528,24.787,12,No,4.795,4.795,6.177,1,3,2.478,4.02,4.94,2,48,1.548,1.548,2.233,1,-35,1.487,1.487,2.328,1,-45,4.971,4.971,5.607,1,67,5.101,5.101,5.7,1,70,2.593,2.593,4.132,1,-44,1.779,1.779,2.543,1,-19,4.207,4.207,4.854,1,87,2.412,2.412,3.178,1,-10,3.265,3.265,5.762,1,12,1.712,1.712,2.47,1,30,1.899,1.899,2.822,1,26,1.924,1.924,2.583,1,16,2.279,2.279,3.358,1,11,5bf1bae8c2f4400001771562
2019-02-23 19:57:43,2019-02-23 19:59:23,IP Address,94.194.126.50,100,100,True,2019-02-23 19:59:24,R_2qaViWRl2gEnJIj,,,,,57.186492919921875,-2.12139892578125,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57719c19b425c40001433b1f
2019-02-23 19:57:19,2019-02-23 19:59:56,IP Address,81.131.198.181,100,157,True,2019-02-23 19:59:57,R_1lrTxaklvWKUlV5,,,,,50.8441009521484375,-0.111297607421875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b044a442b8a980001631324,21,Female,8.164,25.462,47.382,3,No,1.856,1.856,3.6,1,17,2.199,2.199,3.912,1,-100,3.207,3.207,4.5,1,80,3.254,3.946,5.267,2,73,2.25,4.268,4.983,3,100,2.22,4.335,5.756,3,79,1.241,1.241,2.489,1,100,5.062,5.062,6.256,1,78,4.382,5.387,7.349,2,46,1.757,3.51,4.436,4,-32,2.031,3.672,4.913,3,100,1.661,3.319,4.113,3,100,2.058,2.702,3.8,2,21,1.734,3.037,4.632,3,-46,2.052,3.755,4.618,2,-100,5b044a442b8a980001631324
2019-02-23 19:56:38,2019-02-23 20:00:40,IP Address,95.150.100.123,100,242,True,2019-02-23 20:00:41,R_5nKSbrnnBUKB2sp,,,,,52.5666961669921875,-2.0666961669921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bf7146cc86bc8000148725b,24,Male,22.33,66.564,71.563,9,No,0.674,2.691,3.155,3,-29,0.742,6.755,8.305,3,-42,0.352,2.637,3.051,6,16,0.348,8.446,8.469,4,64,0.516,3.852,3.882,4,-64,0.432,3.399,3.427,5,17,0.884,2.924,3.453,3,32,0.388,4.236,4.717,5,33,0.596,4.029,4.576,6,29,0.349,4.203,4.708,5,-48,11.192,18.995,19.475,5,-24,16.257,18.386,19,3,-55,0.507,2.503,3.091,3,-38,0.802,5.555,6.115,5,47,0.329,3.504,3.943,3,10,5bf7146cc86bc8000148725b
2019-02-23 19:58:56,2019-02-23 20:01:26,IP Address,90.209.50.149,100,150,True,2019-02-23 20:01:26,R_SObJeqY6yiLzMat,,,,,50.731201171875,-3.527099609375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,591ade81a12d020001781ae6,20,Female,0.503,22.986,24.387,17,No,0.585,2.389,2.944,6,-100,0.456,2.038,3.191,6,-97,0.585,7.957,8.572,6,-47,2.258,4.639,5.173,3,-29,0.362,3.101,3.659,8,99,0.384,3.336,3.979,3,73,0.406,2.76,3.268,6,55,0.437,2.79,3.902,2,39,0.813,2.381,4.049,3,-99,0.641,2.572,3.397,4,-100,0.336,2.67,3.332,6,100,0.426,1.392,2.773,2,88,0.457,2.008,2.583,3,-90,0.524,4.242,4.853,3,-29,0.359,5.978,6.694,12,-34,591ade81a12d020001781ae6
2019-02-23 20:01:43,2019-02-23 20:02:05,IP Address,82.35.178.208,100,22,True,2019-02-23 20:02:05,R_25GgMLgnkKMPic9,,,,,52.5666961669921875,-2.0666961669921875,anonymous,EN,I consent to participate.,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c787c8fdf99b479e522455
2019-02-23 20:02:19,2019-02-23 20:02:31,IP Address,82.35.178.208,100,12,True,2019-02-23 20:02:32,R_3san6vVHDVgiatC,,,,,52.5666961669921875,-2.0666961669921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c787c8fdf99b479e522455
2019-02-23 20:00:08,2019-02-23 20:03:40,IP Address,188.30.136.79,100,212,True,2019-02-23 20:03:40,R_10DFkbBbGuKlaw0,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,59d65ad8e2762800015eb51b,25,Female,54.96,54.96,62.532,1,No,3.504,3.504,4.532,1,61,3.162,3.162,4.03,1,71,2.032,2.032,3.212,1,49,2.88,3.728,4.854,2,46,1.827,3.603,4.59,3,65,2.263,2.263,3.595,1,56,3.881,3.881,5.054,1,54,2.884,2.884,3.877,1,63,2.249,6.169,8.063,4,80,9.371,9.371,10.911,1,64,3.405,3.405,4.072,1,73,2.66,2.66,3.672,1,67,2.927,2.927,4.029,1,65,2.495,2.495,3.992,1,77,2.289,2.289,3.82,1,70,59d65ad8e2762800015eb51b
2019-02-23 20:01:12,2019-02-23 20:03:47,IP Address,86.7.194.53,100,154,True,2019-02-23 20:03:48,R_3EZpRLPBXYRC7Sm,,,,,51.4552001953125,-2.5966033935546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c018135a2876c000161153e,20,Female,10.337,10.337,42.726,1,No,1.944,1.944,3.227,1,10,2.795,2.795,4.349,1,-100,2.241,2.241,3.301,1,65,2.357,2.357,3.747,1,46,1.998,3.236,4.528,2,70,2.73,2.73,3.459,1,73,2.151,2.151,3.417,1,-29,2.74,2.74,4.137,1,-36,2.556,2.556,3.574,1,87,1.67,1.67,3.076,1,-85,1.893,1.893,3.098,1,66,3.334,3.334,4.642,1,68,2.417,2.417,3.751,1,-89,3.267,3.267,4.794,1,51,2.367,2.367,3.5,1,71,5c018135a2876c000161153e
2019-02-23 20:02:01,2019-02-23 20:04:44,IP Address,81.2.157.236,100,163,True,2019-02-23 20:04:44,R_3s6zE5Ju8NQZgAw,,,,,52.038604736328125,-0.698699951171875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5cba494fde3d0001472b68,19,Male,12.437,49.895,51.69,17,No,0.946,3.029,3.679,4,-100,0.419,2.12,2.836,3,-100,0.233,3.352,3.854,3,-52,0.384,3.734,4.572,7,-34,0.432,3.532,4.014,4,43,0.159,1.858,3.53,3,36,0.455,1.707,2.424,3,100,0.186,4.519,5.085,6,100,0.386,2.068,2.736,3,-100,0.266,1.819,2.34,3,-100,0.406,1.467,2.988,2,65,0.378,1.527,2.945,2,70,0.21,1.661,3.283,5,-97,0.217,2.084,3.514,3,63,0.54,1.958,2.776,3,36,5c5cba494fde3d0001472b68
2019-02-23 20:04:40,2019-02-23 20:06:35,IP Address,5.66.36.24,100,115,True,2019-02-23 20:06:36,R_BYCeEktJo4uBda9,,,,,50.74969482421875,-1.8733978271484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6d4d41f0f60000017bfafb,21,Female,0.834,20.281,21.138,12,No,0.212,1.646,2.012,3,-57,0.644,4.885,4.929,6,34,0.301,1.964,2.562,4,-60,0.549,3.067,3.431,5,-38,0.487,2.036,2.456,3,58,0.211,1.445,1.757,3,100,0.928,3.239,3.274,5,82,2.937,4.9,5.251,3,51,0.778,3.587,3.937,4,54,0.202,1.922,2.602,3,-86,0.202,2.645,2.943,5,34,0.368,1.501,1.827,3,83,3.568,4.602,5.095,3,-47,0.428,2.079,2.112,4,95,0.289,2.574,2.891,3,66,5c6d4d41f0f60000017bfafb
2019-02-23 20:06:12,2019-02-23 20:06:36,IP Address,146.199.108.5,100,23,True,2019-02-23 20:06:38,R_21Fb4tc5RDwO04V,,,,,51.528106689453125,-0.02569580078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a6ce61e9d65ec00017e9618
2019-02-23 20:04:38,2019-02-23 20:07:55,IP Address,2.221.233.5,100,196,True,2019-02-23 20:07:58,R_1doymjI5akfzjrW,,,,,55.850006103515625,-4.1833038330078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b0ab02b1e55760001b9432c,25,Male,11.654,23.852,24.786,7,No,1.742,2.938,3.774,2,0,0.222,1.18,1.997,2,0,0.318,2.036,2.82,3,47,0.856,4.868,5.988,5,44,0.308,1.316,2.3,2,0,4.927,6.428,7.268,2,0,0.519,1.693,2.485,2,41,0.613,1.537,2.3,2,78,0.775,3.085,3.89,4,-20,0.814,2.923,4.849,3,0,0.282,2.896,3.644,3,100,0.334,2.481,3.144,2,100,0.246,1.288,1.998,2,0,0.259,2.149,2.972,2,21,1.52,2.751,3.793,2,0,5b0ab02b1e55760001b9432c
2019-02-23 20:03:30,2019-02-23 20:08:49,IP Address,92.237.71.119,100,318,True,2019-02-23 20:08:52,R_3lxojzVRkSjrujl,,,,,51.4528045654296875,-2.50830078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6afdb788a5e0000119a0d6,23,Male,1.191,20.784,22.996,8,No,0.758,4.625,5.676,6,77,1.177,4.863,5.819,3,52,1.267,3.515,4.677,2,31,0.901,6.162,6.936,3,25,0.753,5.835,6.835,3,79,1.126,6.368,7.447,6,82,1.944,6.577,7.359,5,56,1.615,4.516,5.655,3,76,0.833,6.461,6.974,5,37,0.837,5.706,6.28,6,100,0.963,2.847,4.001,2,-48,1.276,6.014,8.695,3,-48,1.372,12.129,13.288,5,-3,0.954,4.015,5.11,3,-57,0.96,4.434,5.228,4,-43,5c6afdb788a5e0000119a0d6
2019-02-23 20:04:59,2019-02-23 20:10:00,IP Address,86.165.240.71,100,301,True,2019-02-23 20:10:01,R_24xfX6y12ajaYop,,,,,57.143707275390625,-2.0980987548828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c538abae9813700018a4096,23,Female,4.841,25.026,25.07,16,No,1.352,3.07,3.436,3,-100,0.336,3.494,3.829,5,68,0.885,2.655,3.059,3,65,0.599,2.571,2.61,5,45,33.293,35.709,36.29,4,100,2.831,4.901,5.349,4,75,2.852,7.469,7.838,6,-73,0.964,2.798,3.27,3,-69,0.72,3.234,3.602,4,-47,0.891,4.21,4.612,4,-100,18.783,21.388,21.42,7,34,1.008,6.107,6.491,7,55,0.729,2.707,2.959,4,36,0.641,2.561,2.961,3,68,1.61,4.31,4.863,7,74,5c538abae9813700018a4096
